cellid,block,locus,tau,dcfpar,ks,nL,J_bar,s2a_P,s2j_P,s2a_LP,s2j_LP,mupi_ind,s2pi_ind,s2piLP_ind,eps2_soft,lambda_soft,rho2_cf_soft,rho2_mc_soft,rho_rep_soft,rho2pi_soft,rho2_mcse_soft
42,A_dcf,1,.6,1,.13,4,.5302289383627574,-3.01449904339e-34,.0158597745880851,7.23479770413e-33,3.89978539103e-32,.0999999997348261,.0023375160728379,.002696239345115,.0025989836423527,.7705678941880739,.5008522775636426,.4723003936937294,.5052426199992981,.3766587375150635,.0046344225182494
43,A_dcf,1,.6,1,.13,8,.5302785499409156,-3.01449904339e-34,.0156933716495094,7.23479770413e-33,3.90063118409e-32,.0999999997348261,.0023375160728379,.002696239345115,.0025948235940276,.7724601984728799,.6672127209778987,.640850453691628,.6657872714774377,.5051782998429568,.0031876134694586
44,A_dcf,1,.6,1,.13,12,.531080761935446,-3.01449904339e-34,.0157794508905103,7.23479770413e-33,3.91127887201e-32,.0999999997348261,.0023375160728379,.002696239345115,.0025963214621371,.7720298589263456,.7509090023918952,.735136728144271,.7563530410044926,.5864742369016129,.0022253606076853
45,A_dcf,1,.6,1,.13,16,.5315530720357208,-3.01449904339e-34,.0157581306166598,7.23479770413e-33,3.92630117582e-32,.0999999997348261,.0023375160728379,.002696239345115,.0025970118994976,.7725802585369728,.8008522348242093,.7858590973879763,.79853626177788,.6200699617054759,.0017596995775084
46,A_dcf,1,.6,2,.13,2,.5285315436969161,.0055114058706339,.0055114058706339,3.21203370192e-33,4.11843632647e-32,.0999999997348261,.0023375160728379,.002696239345115,.0026746797558247,.104771379374333,.7835783631031452,.7368448952383331,.7424741265656437,.0930895968399356,.00277836853696
47,A_dcf,1,.6,2,.13,4,.5284844565872587,.0055280992218262,.0055280992218262,3.21951654423e-33,4.08302967868e-32,.0999999997348261,.0023375160728379,.002696239345115,.002678415345493,.1044713844238189,.8788324931722861,.8476818505180317,.854338853140904,.1029201873897977,.0013373208266835
48,A_dcf,1,.6,2,.13,8,.5286847075055864,.005493230408336,.005493230408336,3.19728108902e-33,4.08123796093e-32,.0999999997348261,.0023375160728379,.002696239345115,.0026694861878778,.1051361175426454,.9353200877010825,.9193399823605515,.9233713926657964,.1091223099162756,.0006542782604536
49,A_dcf,1,.6,2,.13,12,.5282865562063416,.0055366615500272,.0055366615500272,3.21431115595e-33,4.07889780532e-32,.0999999997348261,.0023375160728379,.002696239345115,.0026739849214473,.1042567021180542,.9561769950350558,.9440950498098805,.9465601134726214,.124441888020516,.0004676053034004
50,A_dcf,1,.6,2,.13,16,.5288229320289487,.0054448686673764,.0054448686673764,3.19609745853e-33,4.11424828295e-32,.0999999997348261,.0023375160728379,.002696239345115,.0026581485965824,.1060205298624668,.9664293997031123,.9571793831399787,.9598992899440251,.1226373630228895,.0003604137532243
51,A_dcf,1,.6,3,.13,2,.5158127804015987,.005564384241119,.0213349093722797,3.18444673373e-33,3.70374456749e-32,.0999999997348261,.0023375160728379,.002696239345115,.0026694622774161,.0964296799084045,.7892511929413136,.7373631797012558,.7516811312852155,.0899206445318226,.0027816566213195
52,A_dcf,1,.6,3,.13,4,.5153003112069034,.0055902898860267,.0215356946054238,3.23769195594e-33,3.73238791349e-32,.0999999997348261,.0023375160728379,.002696239345115,.0026464842532144,.0958347737201081,.8833678852414292,.8534375486566808,.8618310406831793,.096239922046285,.0013063777968371
53,A_dcf,1,.6,3,.13,8,.5162602246690725,.0055458067645023,.0213568007159055,3.22379464434e-33,3.72762220717e-32,.0999999997348261,.0023375160728379,.002696239345115,.0026528619316766,.0968557696755037,.9375256554234043,.9210579147940956,.9249558599173985,.1113689997927735,.0006441196413518
54,A_dcf,1,.6,3,.13,12,.5158615777834011,.0055600755256175,.0212675753239205,3.20667141054e-33,3.73537273228e-32,.0999999997348261,.0023375160728379,.002696239345115,.0026629275249737,.0965230812197885,.9574384676077503,.9448175821296012,.9477071718815043,.1032800204490232,.0004800629578837
55,A_dcf,1,.6,3,.13,16,.5160891693084538,.0055145469085995,.0213023620086734,3.20500593122e-33,3.73091981477e-32,.0999999997348261,.0023375160728379,.002696239345115,.0026601864665294,.09728076467732,.9675366568692486,.9584781281444102,.9609133987523822,.1173521517294135,.0003419639521291
56,A_dcf,2,.15,1,.13,2,.5421507453582969,-3.01449904339e-34,-1.99983291454e-07,7.23479770413e-33,.0010761394058318,.0999999997348261,.0023375160728379,.002696239345115,.0026125189500963,1.000003591106434,.2865539512548195,.2602255686462358,.2866237336340113,.2856923796965908,.0073369066381686
57,A_dcf,2,.15,1,.13,4,.542168892370996,-3.01449904339e-34,1.25984591146e-07,7.23479770413e-33,.0010778116026527,.0999999997348261,.0023375160728379,.002696239345115,.0026179604551435,.9999977378553039,.4450793989835894,.4097508558179096,.4524515145230407,.4506639060050732,.0050520600278617
58,A_dcf,2,.15,1,.13,8,.5421391087715208,-3.01449904339e-34,-2.55412868773e-07,7.23479770413e-33,.0010783798380937,.0999999997348261,.0023375160728379,.002696239345115,.0026242703616201,1.000004586658605,.6155356012571394,.5937175438773618,.6180317610249898,.6148175046217556,.0032143463972991
59,A_dcf,2,.15,1,.13,12,.5421234526397258,-3.01449904339e-34,-1.17204629276e-08,7.23479770413e-33,.0010788532003424,.0999999997348261,.0023375160728379,.002696239345115,.0026059443296959,1.000000210485212,.70711577759538,.6870133443608166,.7035734803004664,.7092773183625795,.0025867114842747
60,A_dcf,2,.15,1,.13,16,.5421725058103612,-3.01449904339e-34,-1.63870047496e-07,7.23479770413e-33,.0010780658410145,.0999999997348261,.0023375160728379,.002696239345115,.002604430635964,1.000002942381632,.7630875847683755,.753550973940823,.7611181705561141,.7627952379965172,.0019799884113727
61,A_dcf,2,.15,2,.13,2,.5420581003219807,4.10258680002e-09,4.10258680004e-09,.0002980784301954,.0002980784301954,.0999999997348261,.0023375160728379,.002696239345115,.0026273415018182,.9999939530803128,.2695675160567584,.236289389793917,.286675035610055,.2992954715777852,.0071888338410183
62,A_dcf,2,.15,2,.13,4,.5420570139419916,-6.75187557031e-08,-6.75187557031e-08,.0002977992435744,.0002977992435744,.0999999997348261,.0023375160728379,.002696239345115,.0026190498990889,1.000099528725282,.4251974433903253,.4038447711151164,.4417289982824079,.4343302875177071,.0049030761208685
63,A_dcf,2,.15,2,.13,8,.5420880944165588,-2.55779400653e-08,-2.55779400653e-08,.0002981891178786,.0002981891178786,.0999999997348261,.0023375160728379,.002696239345115,.0026153396216437,1.000037697532499,.5969371068094433,.5837355796832471,.5938390675246392,.5934321546785991,.0032923353324787
64,A_dcf,2,.15,2,.13,12,.5420495382033131,7.75815790089e-08,7.75815790089e-08,.0002978241228186,.0002978241228186,.0999999997348261,.0023375160728379,.002696239345115,.002616318340168,.999885659069461,.6895594338703964,.6777069776999004,.6956934736406082,.6944025786608946,.0026418263419205
65,A_dcf,2,.15,2,.13,16,.5420725590212307,3.10215832776e-08,3.10215832776e-08,.0002977540991855,.0002977540991855,.0999999997348261,.0023375160728379,.002696239345115,.0026138888472421,.9999542806567131,.7477060002016339,.7349699400131443,.7418071096580919,.7409525616744225,.0022440775093809
66,A_dcf,2,.15,3,.13,2,.5412028647188127,-3.60111149499e-08,2.36415565701e-08,.0002978905108675,.0013739682717336,.0999999997348261,.0023375160728379,.002696239345115,.002619815706168,1.000052173801594,.2686200968122803,.2492879729749208,.2650957784897782,.2704012529771199,.0074780142245432
67,A_dcf,2,.15,3,.13,4,.5412479556112022,4.31961773460e-08,1.53690828751e-07,.0002977105832853,.0013767198472007,.0999999997348261,.0023375160728379,.002696239345115,.0026084772728448,.9999341543580873,.4242977043975421,.3992833336454932,.4162616214491281,.4210501748437033,.0050073126808275
68,A_dcf,2,.15,3,.13,8,.5412399841615081,-1.62352901349e-08,1.53117149984e-07,.0002978521384974,.0013769620505263,.0999999997348261,.0023375160728379,.002696239345115,.002612921584478,1.000020951338594,.5954754617526922,.5742835539436142,.6009852172436715,.6072300297467936,.0034135284124283
69,A_dcf,2,.15,3,.13,12,.5412024951673315,5.07679130901e-08,4.64478159969e-07,.0002983697641005,.0013755459192617,.0999999997348261,.0023375160728379,.002696239345115,.002620045366593,.9999174862588157,.6878445013529857,.6752994433443237,.6863872212024992,.6941003449028038,.0026113946491443
70,A_dcf,2,.15,3,.13,16,.541257794012448,3.18445471736e-09,1.78251688920e-07,.0002977586625251,.0013725431022416,.0999999997348261,.0023375160728379,.002696239345115,.0026170851392416,.9999921384263718,.7462668889157366,.7314256343828675,.7453262041208246,.7464163634695917,.0020929340182302
71,A_dcf,2,.3,1,.13,2,.5396754677770941,-3.01449904339e-34,-8.48206969044e-10,7.23479770413e-33,.0042362852137429,.0999999997348261,.0023375160728379,.002696239345115,.0026127776708576,1.000000015371265,.2822939902198096,.2490732035128985,.2991347078222072,.3000237701235269,.0071955296153004
72,A_dcf,2,.3,1,.13,4,.5397447806783696,-3.01449904339e-34,1.43614472084e-07,7.23479770413e-33,.0042338778026377,.0999999997348261,.0023375160728379,.002696239345115,.0026060164619251,.9999973980838477,.4408292371473907,.4079227681227642,.4405768637081898,.4446498243275426,.005136703649259
73,A_dcf,2,.3,1,.13,8,.5397232655677449,-3.01449904339e-34,-8.87097413134e-07,7.23479770413e-33,.0042400245798076,.0999999997348261,.0023375160728379,.002696239345115,.0026032023077616,1.000016073451289,.6120787148249706,.5903769893094336,.6124128184738126,.6142050573823181,.0032744924140629
74,A_dcf,2,.3,1,.13,12,.5396838106577155,-3.01449904339e-34,-1.41509961899e-06,7.23479770413e-33,.0042356239763594,.0999999997348261,.0023375160728379,.002696239345115,.0026050328954576,1.000025644397155,.7028466681373107,.6797790852279095,.7082123376848047,.7161900070768994,.002524467267802
75,A_dcf,2,.3,1,.13,16,.539633360721161,-3.01449904339e-34,-1.13484367016e-06,7.23479770413e-33,.0042429277800933,.0999999997348261,.0023375160728379,.002696239345115,.0026061711890386,1.000020569347523,.7591585198056132,.7397986018949946,.7508640133921007,.7517145896278865,.002158423973232
76,A_dcf,2,.3,2,.13,2,.5392208349329326,-2.03928494940e-07,-2.03928494940e-07,.0012374444517679,.0012374444517679,.0999999997348261,.0023375160728379,.002696239345115,.002637409420849,1.000303841609149,.2251202633001161,.2011696471250118,.2423589450429981,.2366139380145368,.0074356754690366
77,A_dcf,2,.3,2,.13,4,.5392614277869179,1.92498612983e-08,1.92498612983e-08,.0012355041761118,.0012355041761118,.0999999997348261,.0023375160728379,.002696239345115,.0026329499756366,.9999713326752867,.3679333881375588,.3464605333923625,.3776689898556688,.3807966972938361,.0054486390744994
78,A_dcf,2,.3,2,.13,8,.5392943514577978,3.37279431530e-08,3.37279431530e-08,.0012349595957188,.0012349595957188,.0999999997348261,.0023375160728379,.002696239345115,.0026297042372435,.9999497788065966,.538173312190683,.5256344071193733,.5634077455542494,.5638179310001968,.0039434335443293
79,A_dcf,2,.3,2,.13,12,.5392169336151618,5.82094591782e-08,5.82094591782e-08,.00123715475978,.00123715475978,.0999999997348261,.0023375160728379,.002696239345115,.0026396034926867,.9999133038938521,.6354474213028888,.6297857757250418,.6599246536311618,.655783277287519,.0029126458580948
80,A_dcf,2,.3,2,.13,16,.5392643137898133,3.39841903195e-07,3.39841903195e-07,.0012340393694366,.0012340393694366,.0999999997348261,.0023375160728379,.002696239345115,.0026315038816729,.9994941467492886,.6997936854417209,.6930453087770979,.7112828861327759,.7042937152434677,.0024918576112721
81,A_dcf,2,.3,3,.13,2,.5358484054361692,-8.50253211982e-08,1.90636872365e-07,.0012352125169208,.0054646757036074,.0999999997348261,.0023375160728379,.002696239345115,.0026329064657881,1.000123191421895,.2212413011305035,.2106537570511927,.2148741428057266,.2276059241257561,.0075474814667094
82,A_dcf,2,.3,3,.13,4,.5359390484806428,-2.81945378942e-07,-7.13285203635e-07,.0012363561921584,.0054710905067211,.0999999997348261,.0023375160728379,.002696239345115,.0026290436275832,1.000433227255249,.3624441655717679,.3389327332557415,.3628448221846485,.3630756418888472,.0053336079623956
83,A_dcf,2,.3,3,.13,8,.5359489968255482,-2.23410742713e-07,-9.47978871957e-07,.0012359543408269,.0054811513250576,.0999999997348261,.0023375160728379,.002696239345115,.0026187568652341,1.00035027981062,.5326344968743804,.5144402440821265,.53841312513066,.5413303676722513,.0038163291551154
84,A_dcf,2,.3,3,.13,12,.535894929775571,3.26089823523e-08,-6.42462452890e-07,.0012364648597606,.0054757419901052,.0999999997348261,.0023375160728379,.002696239345115,.0026340871987905,.9999632327721556,.6301983342378704,.6255423893049076,.645014858213104,.6363736551763999,.0030927624722367
85,A_dcf,2,.3,3,.13,16,.5359599613638454,-3.00999280054e-08,2.61179963286e-07,.0012362280610565,.0054821340501439,.0999999997348261,.0023375160728379,.002696239345115,.0026135044894832,1.000040030298613,.6953536125389311,.6858124189089861,.7075473093372199,.7018871989712663,.0024684093678797
86,A_dcf,2,.6,1,.13,2,.531026899266285,-3.01449904339e-34,6.90076898209e-06,7.23479770413e-33,.0158034690519749,.0999999997348261,.0023375160728379,.002696239345115,.0026008007675359,.999870853845311,.2681366283331595,.2347272527447544,.2801766270107243,.283828947993515,.0071341338968035
87,A_dcf,2,.6,1,.13,4,.5309767344913972,-3.01449904339e-34,-3.13200856728e-07,7.23479770413e-33,.0158123954461287,.0999999997348261,.0023375160728379,.002696239345115,.0025973657970675,1.000005863374408,.4230388346555867,.3884398170268926,.4240754467335311,.4152115090893911,.0049751651698802
88,A_dcf,2,.6,1,.13,8,.5308380635571998,-3.01449904339e-34,2.24137112157e-06,7.23479770413e-33,.0157998899245317,.0999999997348261,.0023375160728379,.002696239345115,.0025937182558652,.9999580197953652,.5947260669259132,.5699635723984688,.5981892445942605,.6028048012786256,.003431055345468
89,A_dcf,2,.6,1,.13,12,.5309872576270698,-3.01449904339e-34,-1.27482340313e-06,7.23479770413e-33,.0158062784111681,.0999999997348261,.0023375160728379,.002696239345115,.0025978323177571,1.000023865213141,.6874470925262055,.6640273427378832,.684160898969646,.6841646683574285,.0025864454497692
90,A_dcf,2,.6,1,.13,16,.5309700946534978,-3.01449904339e-34,4.93311302167e-06,7.23479770413e-33,.0157689184824093,.0999999997348261,.0023375160728379,.002696239345115,.0026057713924887,.9999076548779106,.7453386563258487,.7277182241786464,.7493647434757584,.7515364771764417,.0020805851809073
91,A_dcf,2,.6,2,.13,2,.5283899008917159,1.89044328634e-06,1.89044328634e-06,.0055249668398716,.0055249668398716,.0999999997348261,.0023375160728379,.002696239345115,.0026704007502567,.9970761593873264,.1265996692241155,.1039031261253475,.1463845459298784,.1370204040508384,.0082479607923181
92,A_dcf,2,.6,2,.13,4,.5284567574821192,-9.67252397890e-09,-9.67252397862e-09,.0055183394213965,.0055183394213965,.0999999997348261,.0023375160728379,.002696239345115,.0026733118183719,1.000015000237798,.2243481063030491,.2084513835164213,.2393271120185035,.2557186125894498,.0060444031897106
93,A_dcf,2,.6,2,.13,8,.528492323401905,5.23900639238e-07,5.23900639238e-07,.0055105808895374,.0055105808895374,.0999999997348261,.0023375160728379,.002696239345115,.0026774568881901,.9991883110526816,.3667942705629603,.3644251353285007,.3899031861369753,.3971290697409114,.0046885707187929
94,A_dcf,2,.6,2,.13,12,.5284628175798738,-1.94807736946e-07,-1.94807736946e-07,.00551830819475,.00551830819475,.0999999997348261,.0023375160728379,.002696239345115,.002669781703909,1.000302189433511,.4646182133781634,.4684510092888473,.5033291812294993,.4891609194528059,.0041748562722458
95,A_dcf,2,.6,2,.13,16,.5284799147260404,5.60500627420e-07,5.60500627420e-07,.0055277771469567,.0055277771469567,.0999999997348261,.0023375160728379,.002696239345115,.0026798811545215,.9991316145113479,.5361781925156772,.5405419124590944,.5708132925170019,.56449096901417,.0034990906680471
96,A_dcf,2,.6,3,.13,2,.516414475750845,-1.16601993992e-07,1.64684305874e-06,.0055235357165816,.0212649174861293,.0999999997348261,.0023375160728379,.002696239345115,.002661952837101,1.00015447918664,.1190514859622546,.0854752005977705,.132958033710048,.1360837760623476,.0085747128943024
97,A_dcf,2,.6,3,.13,4,.5164179458320596,-3.24530713823e-08,4.68212097235e-06,.0055199951763566,.0213173565501916,.0999999997348261,.0023375160728379,.002696239345115,.0026540345113246,.9999593965361181,.2130006988366283,.2076909748628929,.2352718998303399,.2300496723520651,.0062125949307092
98,A_dcf,2,.6,3,.13,8,.5161617700430647,1.04288259766e-06,2.92381461263e-06,.0055266257556277,.0213145127846673,.0999999997348261,.0023375160728379,.002696239345115,.0026479228551682,.9982704808755487,.3513613842768938,.3505852423907857,.3638106115254786,.3664141761804117,.0048531916821715
99,A_dcf,2,.6,3,.13,12,.516524959340633,8.96059389308e-07,4.69773227760e-06,.0055087551430389,.0213066214811698,.0999999997348261,.0023375160728379,.002696239345115,.0026562438528396,.9984725909260055,.4488170434617995,.451259268110494,.4723665488496007,.4795151531057251,.0041095219998722
100,A_dcf,2,.6,3,.13,16,.5163471758694863,-1.22264773089e-07,-5.10663791343e-06,.0055293819349875,.0213182208103393,.0999999997348261,.0023375160728379,.002696239345115,.0026600436434692,1.000297366006861,.5192663614169507,.522720499551407,.5660219545684282,.5666534271554994,.0037593189219221
101,A_dcf,3,.15,1,.13,2,.5412807329247324,-3.01449904339e-34,.0010747861630565,7.23479770413e-33,.0010720818953792,.0999999997348261,.0023375160728379,.002696239345115,.0026005298270977,.9810057733174863,.2905348563846247,.2577779114238979,.2948127884600485,.2968078119934406,.0071819249907428
102,A_dcf,3,.15,1,.13,4,.5412985243304326,-3.01449904339e-34,.0010645967883812,7.23479770413e-33,.0010724592535368,.0999999997348261,.0023375160728379,.002696239345115,.0026103715468171,.9811836708634357,.4495108070854396,.4217559581044698,.4470815721705905,.4383793568432041,.0047482496500449
103,A_dcf,3,.15,1,.13,8,.5415480291309666,-3.01449904339e-34,.0010710137670686,7.23479770413e-33,.0010721011635628,.0999999997348261,.0023375160728379,.002696239345115,.0026163613193546,.9810895070999929,.620000673394696,.5966416593913698,.6251874371643366,.6057935202717628,.0033597199741935
104,A_dcf,3,.15,1,.13,12,.5413584894001072,-3.01449904339e-34,.0010688357965681,7.23479770413e-33,.0010726579527159,.0999999997348261,.0023375160728379,.002696239345115,.0026220241026562,.9811142688520925,.7094676385865039,.6901644375136452,.7046895852642099,.693334213608209,.00248502030865
105,A_dcf,3,.15,1,.13,16,.5412827183894884,-3.01449904339e-34,.0010755149780453,7.23479770413e-33,.0010725848334983,.0999999997348261,.0023375160728379,.002696239345115,.0026081588321117,.9809932748839109,.7657441572190661,.7462777622559055,.7617101869681059,.7494212809935228,.0020398028721294
106,A_dcf,3,.15,2,.13,2,.541193013202054,.0002998762182571,.0002998762182571,.0003031436147832,.0003031436147832,.0999999997348261,.0023375160728379,.002696239345115,.0026145408084673,.6928024226683124,.34740048668812,.3030125450945153,.349644698510186,.2428631674855201,.0065840504806383
107,A_dcf,3,.15,2,.13,4,.5410098048462543,.0002981752398687,.0002981752398687,.0003036581906359,.0003036581906359,.0999999997348261,.0023375160728379,.002696239345115,.0026206459603567,.6938679210887727,.5146981051889402,.4806587751147601,.4954115583485776,.3673874414293275,.0040610404639724
108,A_dcf,3,.15,2,.13,8,.5411291493261867,.0003022583978423,.0003022583978423,.0003032252112117,.0003032252112117,.0999999997348261,.0023375160728379,.002696239345115,.002622638227203,.6910654775575609,.6804696002777565,.6494822819515566,.6782185716133898,.4897795764260447,.0027449699022514
109,A_dcf,3,.15,2,.13,12,.5412151167702985,.0002986380256757,.0002986380256757,.0003033131018303,.0003033131018303,.0999999997348261,.0023375160728379,.002696239345115,.0026149752855024,.693699661255979,.7613112188380281,.7415118275180432,.7459964767722067,.5561915818516269,.0020220002090969
110,A_dcf,3,.15,2,.13,16,.541163081590003,.0003001422101948,.0003001422101948,.0003035422552779,.0003035422552779,.0999999997348261,.0023375160728379,.002696239345115,.0026198711138911,.6925901443635737,.8096337017123966,.7903624115009177,.7971851893335398,.5891188901098279,.0016176501060727
111,A_dcf,3,.15,3,.13,2,.539540237431825,.0002999331364278,.0013602865857432,.0003035444203546,.001373587189397,.0999999997348261,.0023375160728379,.002696239345115,.0026098893428572,.6823871119786687,.3488464011128905,.3074840795223704,.3509091286227726,.2415176313907764,.0065958032812514
112,A_dcf,3,.15,3,.13,4,.5395234634604541,.000303093760777,.0013745765796964,.0003031467648898,.0013764678154179,.0999999997348261,.0023375160728379,.002696239345115,.0026161543349115,.6800976733198639,.5176796510999437,.4793071938540846,.5019962531774387,.3657551503590972,.0042731510859841
113,A_dcf,3,.15,3,.13,8,.5394461987230136,.0002982718241099,.0013676972919157,.0003032313560647,.0013774150923374,.0999999997348261,.0023375160728379,.002696239345115,.002616717868995,.6833876828672151,.681065030163769,.6544301800606332,.6760783904262927,.5008616931792533,.0026222336334796
114,A_dcf,3,.15,3,.13,12,.5395261755386904,.0002986545676581,.0013724249921974,.0003032806533721,.00137732811144,.0999999997348261,.0023375160728379,.002696239345115,.0026214241025535,.6831491726205531,.7619574688634073,.7424259412250022,.7594914657039287,.5588144879310047,.002049010183138
115,A_dcf,3,.15,3,.13,16,.5394145568143328,.0003020124016691,.0013615770233093,.000304202012296,.0013745526122009,.0999999997348261,.0023375160728379,.002696239345115,.0026185736493979,.6808551050306427,.8107201270274188,.7940514218046242,.8109859583203246,.5890126168609142,.0015711373539035
116,A_dcf,3,.3,1,.13,2,.536661277764591,-3.01449904339e-34,.0041039939012019,7.23479770413e-33,.0041537732992385,.0999999997348261,.0023375160728379,.002696239345115,.0026050444311785,.9300503163617864,.2952810268656275,.2621404441689785,.28641611603159,.276322963917686,.0071880402630524
117,A_dcf,3,.3,1,.13,4,.5368064323931984,-3.01449904339e-34,.0041127404513513,7.23479770413e-33,.0041512543966818,.0999999997348261,.0023375160728379,.002696239345115,.0026096310054096,.9299469305057617,.455737113327695,.4312803889677085,.4533587572132345,.4236931999893283,.0049743699506985
118,A_dcf,3,.3,1,.13,8,.5366551097847676,-3.01449904339e-34,.0040965485994028,7.23479770413e-33,.0041532490077662,.0999999997348261,.0023375160728379,.002696239345115,.0026119183514276,.9301668615381631,.6258140007386059,.6067896514151497,.6374596731161497,.5909148260525287,.0032143691831941
119,A_dcf,3,.3,1,.13,12,.5366791213101726,-3.01449904339e-34,.0040944322616789,7.23479770413e-33,.0041550244687399,.0999999997348261,.0023375160728379,.002696239345115,.0026104683461943,.9302062299738255,.7150839274079467,.697381981424135,.7206118815868545,.6743564511773722,.0024702645495704
